T22,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
36,Australia,2020,Major trading partner 1 (% of exports),China,,40.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
36,Australia,2024,Major trading partner 1 (% of exports),China,,30.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
36,Australia,2015,Major trading partner 1 (% of imports),China,,23.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
36,Australia,2020,Major trading partner 1 (% of imports),China,,28.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
36,Australia,2024,Major trading partner 1 (% of imports),China,,25.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
36,Australia,2015,Major trading partner 2 (% of exports),Areas nes,Areas not elsewhere specified.,1.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
36,Australia,2020,Major trading partner 2 (% of exports),Areas nes,Areas not elsewhere specified.,2.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
36,Australia,2024,Major trading partner 2 (% of exports),Areas nes,Areas not elsewhere specified.,16.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
36,Australia,2015,Major trading partner 2 (% of imports),United States,,12.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
36,Australia,2020,Major trading partner 2 (% of imports),United States,,12.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
36,Australia,2024,Major trading partner 2 (% of imports),United States,,11.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
36,Australia,2015,Major trading partner 3 (% of exports),Japan,,15.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
36,Australia,2020,Major trading partner 3 (% of exports),Japan,,12.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
36,Australia,2024,Major trading partner 3 (% of exports),Japan,,9.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
36,Australia,2015,Major trading partner 3 (% of imports),Japan,,7.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
36,Australia,2020,Major trading partner 3 (% of imports),Japan,,6.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
36,Australia,2024,Major trading partner 3 (% of imports),Japan,,5.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
40,Austria,2015,Major trading partner 1 (% of exports),Germany,,29.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
40,Austria,2020,Major trading partner 1 (% of exports),Germany,,30.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
40,Austria,2024,Major trading partner 1 (% of exports),Germany,,29.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
40,Austria,2015,Major trading partner 1 (% of imports),Germany,,36.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
40,Austria,2020,Major trading partner 1 (% of imports),Germany,,34.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
40,Austria,2024,Major trading partner 1 (% of imports),Germany,,32.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
40,Austria,2015,Major trading partner 2 (% of exports),United States,,6.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
40,Austria,2020,Major trading partner 2 (% of exports),United States,,6.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
40,Austria,2024,Major trading partner 2 (% of exports),United States,,8.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
40,Austria,2015,Major trading partner 2 (% of imports),China,,5.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
40,Austria,2020,Major trading partner 2 (% of imports),China,,7.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
40,Austria,2024,Major trading partner 2 (% of imports),China,,8.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
40,Austria,2015,Major trading partner 3 (% of exports),Italy,,6.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
40,Austria,2020,Major trading partner 3 (% of exports),Italy,,6.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
40,Austria,2024,Major trading partner 3 (% of exports),Italy,,6.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
40,Austria,2015,Major trading partner 3 (% of imports),Italy,,6.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
40,Austria,2020,Major trading partner 3 (% of imports),Italy,,6.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
40,Austria,2024,Major trading partner 3 (% of imports),Italy,,6.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
31,Azerbaijan,2015,Major trading partner 1 (% of exports),Italy,,17.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
31,Azerbaijan,2020,Major trading partner 1 (% of exports),Italy,,30.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
31,Azerbaijan,2024,Major trading partner 1 (% of exports),Italy,,41.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
31,Azerbaijan,2015,Major trading partner 1 (% of imports),China,,5.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
31,Azerbaijan,2020,Major trading partner 1 (% of imports),China,,13.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
31,Azerbaijan,2024,Major trading partner 1 (% of imports),China,,17.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
31,Azerbaijan,2015,Major trading partner 2 (% of exports),Sint Maarten,,11.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
31,Azerbaijan,2020,Major trading partner 2 (% of exports),Sint Maarten,,18.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
31,Azerbaijan,2024,Major trading partner 2 (% of exports),Sint Maarten,,14.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
31,Azerbaijan,2015,Major trading partner 2 (% of imports),Russian Federation,,15.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
31,Azerbaijan,2020,Major trading partner 2 (% of imports),Russian Federation,,18.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
31,Azerbaijan,2024,Major trading partner 2 (% of imports),Russian Federation,,17.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
31,Azerbaijan,2015,Major trading partner 3 (% of exports),Russian Federation,,3.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
31,Azerbaijan,2020,Major trading partner 3 (% of exports),Russian Federation,,5.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
31,Azerbaijan,2024,Major trading partner 3 (% of exports),Russian Federation,,4.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
31,Azerbaijan,2015,Major trading partner 3 (% of imports),Türkiye,,12.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
31,Azerbaijan,2020,Major trading partner 3 (% of imports),Türkiye,,14.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
31,Azerbaijan,2024,Major trading partner 3 (% of imports),Türkiye,,11.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
44,Bahamas (The),2015,Major trading partner 1 (% of exports),United States,,83.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
44,Bahamas (The),2020,Major trading partner 1 (% of exports),United States,,81.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
44,Bahamas (The),2024,Major trading partner 1 (% of exports),United States,,80.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
44,Bahamas (The),2015,Major trading partner 1 (% of imports),United States,,81.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
44,Bahamas (The),2020,Major trading partner 1 (% of imports),United States,,79.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
44,Bahamas (The),2024,Major trading partner 1 (% of imports),United States,,84.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
44,Bahamas (The),2015,Major trading partner 2 (% of exports),Areas nes,Areas not elsewhere specified.,0.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
44,Bahamas (The),2020,Major trading partner 2 (% of exports),Areas nes,Areas not elsewhere specified.,5.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
44,Bahamas (The),2024,Major trading partner 2 (% of exports),Areas nes,Areas not elsewhere specified.,18.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
44,Bahamas (The),2015,Major trading partner 2 (% of imports),Areas nes,Areas not elsewhere specified.,3.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
