T22,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
417,Kyrgyzstan,2015,Major trading partner 1 (% of exports),United Kingdom,,0.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2020,Major trading partner 1 (% of exports),United Kingdom,,53.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2024,Major trading partner 1 (% of exports),United Kingdom,,32.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2015,Major trading partner 1 (% of imports),China,,25.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2020,Major trading partner 1 (% of imports),China,,21.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2024,Major trading partner 1 (% of imports),China,,45.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2015,Major trading partner 2 (% of exports),Russian Federation,,10.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2020,Major trading partner 2 (% of exports),Russian Federation,,11.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2024,Major trading partner 2 (% of exports),Russian Federation,,26.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2015,Major trading partner 2 (% of imports),Russian Federation,,31.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2020,Major trading partner 2 (% of imports),Russian Federation,,32.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2024,Major trading partner 2 (% of imports),Russian Federation,,19.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2015,Major trading partner 3 (% of exports),Kazakhstan,,15.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2020,Major trading partner 3 (% of exports),Kazakhstan,,12.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2024,Major trading partner 3 (% of exports),Kazakhstan,,10.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2015,Major trading partner 3 (% of imports),Kazakhstan,,16.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2020,Major trading partner 3 (% of imports),Kazakhstan,,12.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2024,Major trading partner 3 (% of imports),Kazakhstan,,6.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2015,Major trading partner 1 (% of exports),China,,34.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2020,Major trading partner 1 (% of exports),China,,28.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2024,Major trading partner 1 (% of exports),China,,38.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2015,Major trading partner 1 (% of imports),Thailand,,58.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2020,Major trading partner 1 (% of imports),Thailand,,49.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2024,Major trading partner 1 (% of imports),Thailand,,41.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2015,Major trading partner 2 (% of exports),Viet Nam,,18.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2020,Major trading partner 2 (% of exports),Viet Nam,,19.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2024,Major trading partner 2 (% of exports),Viet Nam,,19.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2015,Major trading partner 2 (% of imports),China,,18.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2020,Major trading partner 2 (% of imports),China,,25.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2024,Major trading partner 2 (% of imports),China,,29.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2015,Major trading partner 3 (% of exports),Thailand,,33.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2020,Major trading partner 3 (% of exports),Thailand,,34.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2024,Major trading partner 3 (% of exports),Thailand,,13.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2024,Major trading partner 3 (% of imports),Areas nes,Areas not elsewhere specified.,9.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2015,Major trading partner 1 (% of exports),Lithuania,,20.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2020,Major trading partner 1 (% of exports),Lithuania,,16.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2024,Major trading partner 1 (% of exports),Lithuania,,18.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2015,Major trading partner 1 (% of imports),Lithuania,,17.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2020,Major trading partner 1 (% of imports),Lithuania,,18.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2024,Major trading partner 1 (% of imports),Lithuania,,20.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2015,Major trading partner 2 (% of exports),Estonia,,11.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2020,Major trading partner 2 (% of exports),Estonia,,11.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2024,Major trading partner 2 (% of exports),Estonia,,11.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2015,Major trading partner 2 (% of imports),Germany,,11.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2020,Major trading partner 2 (% of imports),Germany,,10.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2024,Major trading partner 2 (% of imports),Germany,,11.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2015,Major trading partner 3 (% of exports),Germany,,6.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2020,Major trading partner 3 (% of exports),Germany,,7.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2024,Major trading partner 3 (% of exports),Germany,,6.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2015,Major trading partner 3 (% of imports),Poland,,10.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2020,Major trading partner 3 (% of imports),Poland,,10.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2024,Major trading partner 3 (% of imports),Poland,,11.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2015,Major trading partner 1 (% of exports),United Arab Emirates,,10.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2020,Major trading partner 1 (% of exports),United Arab Emirates,,14.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2024,Major trading partner 1 (% of exports),United Arab Emirates,,22.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2015,Major trading partner 1 (% of imports),China,,11.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2020,Major trading partner 1 (% of imports),China,,6.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2024,Major trading partner 1 (% of imports),China,,11.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2015,Major trading partner 2 (% of exports),Türkiye,,2.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2020,Major trading partner 2 (% of exports),Türkiye,,2.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2024,Major trading partner 2 (% of exports),Türkiye,,7.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2015,Major trading partner 2 (% of imports),Greece,,4.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2020,Major trading partner 2 (% of imports),Greece,,7.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2024,Major trading partner 2 (% of imports),Greece,,9.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2015,Major trading partner 3 (% of exports),Iraq,,7.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2020,Major trading partner 3 (% of exports),Iraq,,3.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2024,Major trading partner 3 (% of exports),Iraq,,5.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2015,Major trading partner 3 (% of imports),Switzerland,,2.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2020,Major trading partner 3 (% of imports),Switzerland,,2.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
422,Lebanon,2024,Major trading partner 3 (% of imports),Switzerland,,9.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2015,Major trading partner 1 (% of exports),South Africa,,30.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2020,Major trading partner 1 (% of exports),South Africa,,37.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2024,Major trading partner 1 (% of exports),South Africa,,53.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2015,Major trading partner 1 (% of imports),South Africa,,74.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2020,Major trading partner 1 (% of imports),South Africa,,71.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2024,Major trading partner 1 (% of imports),South Africa,,79.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2015,Major trading partner 2 (% of exports),Belgium,,30.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2020,Major trading partner 2 (% of exports),Belgium,,31.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2024,Major trading partner 2 (% of exports),Belgium,,23.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2015,Major trading partner 2 (% of imports),China,,5.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2020,Major trading partner 2 (% of imports),China,,6.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2024,Major trading partner 2 (% of imports),China,,9.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2015,Major trading partner 3 (% of exports),United States,,28.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2020,Major trading partner 3 (% of exports),United States,,27.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2024,Major trading partner 3 (% of exports),United States,,18.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2015,Major trading partner 3 (% of imports),"Other Asia, nes",,8.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2020,Major trading partner 3 (% of imports),"Other Asia, nes",,6.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
426,Lesotho,2024,Major trading partner 3 (% of imports),"Other Asia, nes",,2.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2015,Major trading partner 1 (% of exports),United States,,5.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2020,Major trading partner 1 (% of exports),United States,,10.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2024,Major trading partner 1 (% of exports),United States,,37.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2015,Major trading partner 1 (% of imports),Côte d’Ivoire,,1.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2020,Major trading partner 1 (% of imports),Côte d’Ivoire,,25.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2024,Major trading partner 1 (% of imports),Côte d’Ivoire,,30.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2015,Major trading partner 2 (% of exports),Belgium,,0.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2020,Major trading partner 2 (% of exports),Belgium,,6.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2024,Major trading partner 2 (% of exports),Belgium,,21.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2015,Major trading partner 2 (% of imports),China,,31.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2020,Major trading partner 2 (% of imports),China,,14.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2024,Major trading partner 2 (% of imports),China,,16.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2020,Major trading partner 3 (% of exports),Cameroon,,0.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2024,Major trading partner 3 (% of exports),Cameroon,,6.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2015,Major trading partner 3 (% of imports),India,,6.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2020,Major trading partner 3 (% of imports),India,,15.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
430,Liberia,2024,Major trading partner 3 (% of imports),India,,15.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
434,Libya,2015,Major trading partner 1 (% of exports),Italy,,34.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
434,Libya,2020,Major trading partner 1 (% of exports),Italy,,21.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
434,Libya,2024,Major trading partner 1 (% of exports),Italy,,21.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
434,Libya,2015,Major trading partner 1 (% of imports),China,,11.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
434,Libya,2020,Major trading partner 1 (% of imports),China,,15.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
434,Libya,2024,Major trading partner 1 (% of imports),China,,15.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
434,Libya,2015,Major trading partner 2 (% of exports),Germany,,1.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
434,Libya,2020,Major trading partner 2 (% of exports),Germany,,9.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
434,Libya,2024,Major trading partner 2 (% of exports),Germany,,14.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
434,Libya,2015,Major trading partner 2 (% of imports),Türkiye,,8.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
434,Libya,2020,Major trading partner 2 (% of imports),Türkiye,,13.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
434,Libya,2024,Major trading partner 2 (% of imports),Türkiye,,11.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
434,Libya,2015,Major trading partner 3 (% of exports),United Kingdom,,6.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
434,Libya,2020,Major trading partner 3 (% of exports),United Kingdom,,1.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
434,Libya,2024,Major trading partner 3 (% of exports),United Kingdom,,8.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
434,Libya,2015,Major trading partner 3 (% of imports),Italy,,12.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
434,Libya,2020,Major trading partner 3 (% of imports),Italy,,8.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
434,Libya,2024,Major trading partner 3 (% of imports),Italy,,10.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
440,Lithuania,2015,Major trading partner 1 (% of exports),Latvia,,9.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
440,Lithuania,2020,Major trading partner 1 (% of exports),Latvia,,9.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
440,Lithuania,2024,Major trading partner 1 (% of exports),Latvia,,11.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
440,Lithuania,2015,Major trading partner 1 (% of imports),Poland,,10.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
440,Lithuania,2020,Major trading partner 1 (% of imports),Poland,,13.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
440,Lithuania,2024,Major trading partner 1 (% of imports),Poland,,14.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
440,Lithuania,2015,Major trading partner 2 (% of exports),Poland,,9.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
440,Lithuania,2020,Major trading partner 2 (% of exports),Poland,,6.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
440,Lithuania,2024,Major trading partner 2 (% of exports),Poland,,9.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
440,Lithuania,2015,Major trading partner 2 (% of imports),Germany,,11.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
440,Lithuania,2020,Major trading partner 2 (% of imports),Germany,,12.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
440,Lithuania,2024,Major trading partner 2 (% of imports),Germany,,12.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
440,Lithuania,2015,Major trading partner 3 (% of exports),Germany,,7.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
440,Lithuania,2020,Major trading partner 3 (% of exports),Germany,,8.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
440,Lithuania,2024,Major trading partner 3 (% of exports),Germany,,8.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
440,Lithuania,2015,Major trading partner 3 (% of imports),Latvia,,8.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
440,Lithuania,2020,Major trading partner 3 (% of imports),Latvia,,7.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
440,Lithuania,2024,Major trading partner 3 (% of imports),Latvia,,8.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
442,Luxembourg,2015,Major trading partner 1 (% of exports),Germany,,27.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
442,Luxembourg,2020,Major trading partner 1 (% of exports),Germany,,26.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
442,Luxembourg,2024,Major trading partner 1 (% of exports),Germany,,24.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
442,Luxembourg,2015,Major trading partner 1 (% of imports),Germany,,24.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
442,Luxembourg,2020,Major trading partner 1 (% of imports),Germany,,24.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
442,Luxembourg,2024,Major trading partner 1 (% of imports),Germany,,23.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
442,Luxembourg,2015,Major trading partner 2 (% of exports),France,,14.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
442,Luxembourg,2020,Major trading partner 2 (% of exports),France,,16.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
442,Luxembourg,2024,Major trading partner 2 (% of exports),France,,15.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
442,Luxembourg,2015,Major trading partner 2 (% of imports),Belgium,,22.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
442,Luxembourg,2020,Major trading partner 2 (% of imports),Belgium,,24.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
442,Luxembourg,2024,Major trading partner 2 (% of imports),Belgium,,23.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
442,Luxembourg,2015,Major trading partner 3 (% of exports),Belgium,,12.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
442,Luxembourg,2020,Major trading partner 3 (% of exports),Belgium,,12.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
442,Luxembourg,2024,Major trading partner 3 (% of exports),Belgium,,13.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
442,Luxembourg,2015,Major trading partner 3 (% of imports),France,,11.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
442,Luxembourg,2020,Major trading partner 3 (% of imports),France,,10.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
